,nombre_artista,bio,listeners,playcount,similar
1029,Bobby Freeman,"Bobby Freeman (Robert Thomas Freeman, June 13, 1940 – January 23, 2017) was an American rhythm & blues and soul singer, songwriter and record producer. He is best known for his two Top Ten hits, the first in 1958 on Josie Records called ""Do You Want to Dance"" and the second in 1964 for Autumn Records, ""C'mon and Swim"".

Freeman was born in Alameda County and raised in San Francisco, California. He attended Mission High School. He started singing in a doo-wop group <a href=""https://www.last.fm/music/Bobby+Freeman"">Read more on Last.fm</a>",57589,200860,"['The Regents', 'Jan & Dean', 'The Silhouettes', 'The Ad Libs', 'Del Shannon']"
1030,Breichiau Hir,"Breichiau Hir is a six-piece Welsh band from Cardiff that describes its music as combining ""urgent aggression with melody, sitting somewhere between emo and punk"". <a href=""https://www.last.fm/music/Breichiau+Hir"">Read more on Last.fm</a>",907,12455,"['Mellt', 'Elis Derby', 'hyll', 'Y Reu', 'Cowbois Rhos Botwnnog']"
1031,Møle The Explosion," <a href=""https://www.last.fm/music/M%C3%B8le+The+Explosion"">Read more on Last.fm</a>",352,1823,"['loserpop', 'Television Off', ""AYLA's"", 'Safeplanet', 'Yented']"
1032,Pampatut," <a href=""https://www.last.fm/music/Pampatut"">Read more on Last.fm</a>",1957,21516,"['Gebrüder van Hinnen', 'Duivelspack', 'Spectaculatius', 'Die Galgenvögel', 'Satolstelamanderfanz']"
1033,Ulfuls," <a href=""https://www.last.fm/music/+noredirect/Ulfuls"">Read more on Last.fm</a>",9767,82886,[]
1034,Omri Guetta," <a href=""https://www.last.fm/music/Omri+Guetta"">Read more on Last.fm</a>",1109,2833,"['Daniel Rateuke', 'Alex Kennon', 'Marco Tegui', 'Aaaron', 'FIIN']"
1035,Pyramidal Decode,"Born and raised in Italy since ‘98, Pyramidal Decode is the pseudonym of a Techno polyhedric producer.
His music has been released on Jeff Mills' Axis Recording, Oscar Mulero's Warm Up, Mord, Modularz and many more. <a href=""https://www.last.fm/music/Pyramidal+Decode"">Read more on Last.fm</a>",1205,8298,"['Notzing', 'Conceptual', 'Exium', 'Reeko', 'Svreca']"
1036,Chris Moss Acid,"Chris Moss Acid is a southcoast (Bournemouth) electronic musician working in the genre of analogue and digital (aka a&d, AD, Analord, etc) - http://www.facebook.com/chrismossacid

Chris Moss Acid started out DJing at his friend's local electronica night in Bournemouth in December 2004, the nights were called Egon Spengler which were put on by The Egon Spengler crew aka Bournemouth Hardcore Massive which consisted of Sam Ross and Ryan Keegan. The nights were popular <a href=""https://www.last.fm/music/Chris+Moss+Acid"">Read more on Last.fm</a>",5475,47048,"['Syntheme', 'The Doubtful Guest', 'The Railway Raver', 'The Ace of Clubs', 'Fah']"
1037,I Am Bam," <a href=""https://www.last.fm/music/I+AM+BAM"">Read more on Last.fm</a>",7995,30193,"['Zusan', 'Dave Sinner', 'A.S.H', 'F-Rontal', 'Emma Jai']"
1038,Lucindo," <a href=""https://www.last.fm/music/Lucindo"">Read more on Last.fm</a>",907,3902,"['MPIA3', 'Exium', 'Minimum Syndicat', 'Secret Hero', 'Pfirter']"
1039,Paul van Dyk's Sunday Sessions," <a href=""https://www.last.fm/music/Paul+van+Dyk%27s+Sunday+Sessions"">Read more on Last.fm</a>",2,3,[]
1040,Kristof Du Jardin," <a href=""https://www.last.fm/music/Kristof+Du+Jardin"">Read more on Last.fm</a>",1,1,[]
1041,Eddie Hale," <a href=""https://www.last.fm/music/Eddie+Hale"">Read more on Last.fm</a>",741,2267,"['Rory Marshall', 'Mack West', 'Jon Hester', 'ASC', 'DJ Life']"
1042,LØINAM," <a href=""https://www.last.fm/music/L%C3%98INAM"">Read more on Last.fm</a>",384,1622,"['David Strasser', 'Amstra', '753', 'alt8', 'Champas']"
1043,Acid Kit,"In 1996 it is able launched by DIVA Masters (one of the most important promoters of raves ) in your annual celebration metamorfosis IV, touching next to famous DJ's national, and are they, DIVA Masters, that baptizes it with the name of Acid Kit, because he wanna be Acid kid, by its previous name,DJ niño, but the designer committed the error to put kit instead of kid, and decides to leave the name. In 1997 it begins to touch continuously in celebrations underground of the city of Mexico and begins its residence with the producer promotar. <a href=""https://www.last.fm/music/Acid+Kit"">Read more on Last.fm</a>",792,3393,"['Sr Ruido', 'Blanca & Kermit', 'Shock Bukara', 'Fat Naked Lady', 'oscilador']"
1044,Mark Otame," <a href=""https://www.last.fm/music/Mark+Otame"">Read more on Last.fm</a>",267,838,"['Che Jose', 'Kaufmann (DE)', 'Gred Plas', 'Mind Of Two', 'Add-us']"
1045,Eve Falcon,"DJ, producer and vocalist Eve Falcon has become a premier name in progressive breaks & house throughout the U.S. and the world. She was featured in URB Magazine for their highly regarded ""Next 100"" issue, and BPM Magazine declared Eve a winner in their Next On The Decks competition. She has rocked dancefloors alongside heavyweights such as Hernan Cattaneo, Dave Seaman, Hybrid, Christopher Lawrence, Donald Glaude, DJ Irene, D:Fuse, Ferry Corsten and more! <a href=""https://www.last.fm/music/Eve+Falcon"">Read more on Last.fm</a>",598,2375,"['Phil K', 'Noel Sanger', 'Burufunk', 'Fretwell', 'Retroid']"
1046,Odopt," <a href=""https://www.last.fm/music/odopt"">Read more on Last.fm</a>",700,2713,"['Khidja', 'Zillas On Acid', 'Radial Gaze', 'Front De Cadeaux', 'tyu']"
1047,Kitkatone," <a href=""https://www.last.fm/music/Kitkatone"">Read more on Last.fm</a>",1550,6774,"['The Plant Worker', 'Jeff Rushin', 'Subjected', 'Sawlin', 'Rune Bagge']"
1048,Jono McCleery,"Jono McCleery, a London based solo artist, made his first album 'Darkest Light' independently in 2008, funded by fans. His following release since signing to Ninja Tune: 'There Is' was described as ""Miles Davis, Massive Attack, John Martyn, Fink, and Radiohead wrapped up in one exquisitely produced album."" The new single 'Fire in my Hands' a collaboration with Royce Wood Junior, will come out 06.05.13. Pre-order on 7"" vinyl or download for free the b-side 'Painted Blue' here: http://ninjatune.net/jonomccleery/ <a href=""https://www.last.fm/music/Jono+McCleery"">Read more on Last.fm</a>",120893,1055850,"['Fink', 'Nick Mulvey', 'Ray LaMontagne', 'Thomas Dybdahl', 'Dekker']"
1049,Ricky Cross," <a href=""https://www.last.fm/music/Ricky+Cross"">Read more on Last.fm</a>",246,1528,"['Van Morph', 'Mystics', 'Modular Phaze', 'Johann Arty', 'Pacius Elter']"
1050,Nik Nazarov," <a href=""https://www.last.fm/music/Nik+Nazarov"">Read more on Last.fm</a>",683,2419,"['Adriano Tuceanu', 'Kinree', 'Dragon S', 'Kley J.', 'Ahmet Kilic, Stoto feat. Shea Doll']"
1051,Innerzone," <a href=""https://www.last.fm/music/InnerZone"">Read more on Last.fm</a>",908,3986,"['Somnesia', 'Nostromosis', 'Omneon', 'Omnivox', 'Sky Technology']"
1052,Goa Luni,"Niclas Hyltoft aka Goa Luni began in his early years to know music, because his mother introduced him to the Classical genres. Niclas quickly grew a big heart for music in general and after he got his first PC to make music he discovered the genre trance and has always been fascinated by it and instantly hooked. As his Philosophic way of saying psytrance is my life/heart/ key Philosophy. <a href=""https://www.last.fm/music/Goa+Luni"">Read more on Last.fm</a>",494,2396,"['Tranquility Base Project', 'Nostromosis', 'Omneon', 'Somnesia', 'Neogenia']"
1053,Alex Leavon," <a href=""https://www.last.fm/music/Alex+Leavon"">Read more on Last.fm</a>",14243,60118,"['Raz Nitzan', 'Kaimo K', 'Sheridan Grout', 'Limelght', 'Phillip J']"
1054,Jaia,"JAÏA is made up of Jean-Michel Blanchet and Yannis Kamarinos. They've worked with other techno artists like Dado or Jean Marie K., and been asked to remix other bands (Univers Concept to name just one) but also ""non techno"" artists like JPex or the moroccan singer Tyoussi.
In France, one can listen to JAIA's tracks on radios such as SKYROCK (The Skyrave show), FUN RADIO (Electronic Party show), or COULEUR 3, and many local and foreign radios.
Since 97 <a href=""https://www.last.fm/music/Jaia"">Read more on Last.fm</a>",34727,264869,"['Aural Planet', 'Asura', 'Astral Projection', 'Electric Universe', 'Vibrasphere']"
1055,Xpectra," <a href=""https://www.last.fm/music/Xpectra"">Read more on Last.fm</a>",380,1806,"['Feel & Alexandra Badoi', 'Kiran M Sajeev', 'Born 87', 'Eric Senn', 'Papulin']"
1056,Proxeeus,"
Proxeeus
Real Name:
Jérôme Lesterps
Profile:
One-man Goa Trance project hailing from France, started late 2010 / early 2011. Its focus is on trying to stay true to ""that"" original acidic Goa sound from the early to mid 90's.
:




 <a href=""https://www.last.fm/music/Proxeeus"">Read more on Last.fm</a>",1236,15699,"['Centavra Project', 'Median Project', 'Omnivox', 'Goatree', 'Cosmic Dimension']"
1057,John Askew,"John Askew is a tech/trance producer/dj From The UK. After the huge success of his debut single ""Vellum"" in 2001, he has delivered release after release of consistently high quality club music - either through his own Discover label or via one of his many remixes for high profile labels such as Duty Free, Ministry of Sound, Euphonic and Paul van Dyk's legendary Vandit. See discography below:

From guest appearances on BBC Radio One, to hosting his own show on London's prestigious Kiss 100 <a href=""https://www.last.fm/music/John+Askew"">Read more on Last.fm</a>",46549,381598,"['Simon Patterson', 'Will Atkinson', 'Sneijder', 'Bryan Kearney', 'Sean Tyas']"
1058,Aressa," <a href=""https://www.last.fm/music/ARESSA"">Read more on Last.fm</a>",2296,5996,"['Y-LF', 'Adagio Sensus', 'Naian', 'Domestic Love', 'Henry Dark']"
1059,Paul Sawyer," <a href=""https://www.last.fm/music/Paul+Sawyer"">Read more on Last.fm</a>",2939,10955,"['Nick Silvestri', 'David Gradwell', 'Mark Found', 'SLAM DUCK', 'RNX']"
1060,Luis Del Vecchio," <a href=""https://www.last.fm/music/Luis+del+Vecchio"">Read more on Last.fm</a>",86,278,"['Michael A', 'Arbey Gonzalez', 'Julian Nates', 'Pedro Capelossi', 'Cid Inc.']"
1061,Kroman," <a href=""https://www.last.fm/music/Kroman"">Read more on Last.fm</a>",1186,3057,"['Re:Boot', 'Simon Gregory', 'Chris Giuliano', 'Harry Diamond', 'L.GU.']"
1062,Orion,"There are 33 people/groups known as Orion:

1) Orion is a post-punk band from Sydney, Australia
2) A psychedelic trance project by Danish producer & DJ Jean Borelli. 
3) A Moldavian singer and producer.
4) Jimmy Ellis aka Orion was an American solo artist.
5) An Estonian pop/rock band.
6) Alias for Ørjan Nilsen aka DJ Governor.
7) A Finnish DJ/Producer
8) A rapper from Germany, Sachsen-Anhalt.
9) A Turkish rock band founded in 2003.
10) A Celtic folk band from Belgium. <a href=""https://www.last.fm/music/Orion"">Read more on Last.fm</a>",148049,1064339,"['Astral Projection', 'S.U.N. Project', 'Etnica', 'Total Eclipse', 'Space Tribe']"
1063,Dreamy,"There's multiple artists with this name.

1. Dreamy is Jack Aiman Høye, a Danish trance producer. His aliases include Dawn and Divisional Phrase.

2. Dreamy is a omnigenre producer from Mexico. <a href=""https://www.last.fm/music/Dreamy"">Read more on Last.fm</a>",48604,356845,"['Darren Porter', 'Miroslav Vrlik', 'ReOrder', 'TrancEye', 'A.R.D.I.']"
1064,Satinath Mukherjee," <a href=""https://www.last.fm/music/Satinath+Mukherjee"">Read more on Last.fm</a>",400,2336,"['Manabendra Mukherjee', 'Shyamal Mitra', 'Chinmoy Chatterjee', 'Dwijen Mukherjee', 'Indranil Sen']"
1065,Dilip Shadangi," <a href=""https://www.last.fm/music/Dilip+Shadangi"">Read more on Last.fm</a>",109,297,"['Kishan Sen', 'Sunil Soni', 'Omesh Vishvahar', 'Hiresh Sinha', 'Mithlesh Sahu']"
1066,Ody Malik," <a href=""https://www.last.fm/music/Ody+Malik"">Read more on Last.fm</a>",64,1042,"['Alkawi', 'Zalmon', 'Boy Shandy', 'RENIMA', 'Febian']"
1067,The Accidentals,"There are three groups called The Accidentals.

1) The Accidentals are an a cappella octect based in New York. They won the 1995 National Finals of the Harmony Sweepstakes with the original composition 'You Win', and have since released several CDs. Among the members are acclaimed vocalists Margaret Dorn, Emily Bindiger, and Catherine Russell. 
www.theaccidentals.com

2) The Accidentals are a young duo from Traverse CIty, Michigan.  Seventeen year olds <a href=""https://www.last.fm/music/The+Accidentals"">Read more on Last.fm</a>",31589,304740,"['Indigo Girls', 'Lisa Hannigan', 'Sarah Jarosz', 'Becca Mancari', 'Brandi Carlile']"
1068,Jitendra Tomkyal," <a href=""https://www.last.fm/music/Jitendra+Tomkyal"">Read more on Last.fm</a>",134,659,"['Pappu Karki', 'Inder Arya', 'Rohit Chauhan', 'B.K. Samant', 'Rakesh Khanwal']"
1069,Syifa Maulina," <a href=""https://www.last.fm/music/Syifa+Maulina"">Read more on Last.fm</a>",58,132,"['RENIMA', 'Anroys', 'Roza Silvia', 'Julia Anugerah Putri', 'Ria Amelia']"
1070,Anjali Mishra," <a href=""https://www.last.fm/music/Anjali+Mishra"">Read more on Last.fm</a>",21,100,"['Namita Agrawal', 'Kumar Bapi', 'Ira Mohanty', 'Humane Sagar', 'Babul Supriyo']"
1071,Sakshi Shivani," <a href=""https://www.last.fm/music/Sakshi+Shivani"">Read more on Last.fm</a>",1,3,[]
1072,Guddu Rangila," <a href=""https://www.last.fm/music/Guddu+Rangila"">Read more on Last.fm</a>",115,303,"['Indu Sonali', 'Pramod Premi Yadav', 'Chandan Chanchal', 'Khesari Lal Yadav', 'Ritesh Pandey']"
1073,Ghibran,"Ghibran (Tamil: ஜிப்ரான்) is a film music composer. For more than a decade, he worked as an Ad-film composer and composed for over 800 television commercial jingles in different languages before turning into a film music composer in the Indian Film Industry. He has completed Grade 8 in both Piano and Music theory through Trinity College London and also obtained his degree in Classical compositions and film scoring under Australian Composer Lindsay Vickery at the LASALLE College of the Arts, Singapore. <a href=""https://www.last.fm/music/Ghibran"">Read more on Last.fm</a>",11003,202504,"['D. Imman', 'Silambarasan TR', 'Santhosh Dhayanidhi', 'Ranina Reddy', 'James Vasanthan']"
1074,Humane Sagar," <a href=""https://www.last.fm/music/Humane+Sagar"">Read more on Last.fm</a>",635,7660,"['Namita Agrawal', 'Kumar Bapi', 'Ira Mohanty', 'Abhijit Majumdar', 'Akshaya Mohanty']"
1075,Bharath Sankar," <a href=""https://www.last.fm/music/Bharath+Sankar"">Read more on Last.fm</a>",1678,19023,"['Silambarasan TR', 'Jen Martin', 'Thalapathy Vijay', 'Nivas K Prasanna', 'Ghibran']"
1076,Mekhla Dasgupta," <a href=""https://www.last.fm/music/Mekhla+Dasgupta"">Read more on Last.fm</a>",1196,9991,"['lagnajita chakraborty', 'Mahtim Shakib', 'Somlata Acharyya Chowdhury', 'Iman Chakraborty', 'Surangana Bandyopadhyay']"
1077,Jay Jay," <a href=""https://www.last.fm/music/Jay+Jay"">Read more on Last.fm</a>",6356,78528,"['Dave Darell Feat. Hardy Hard', 'Mellow Trax Feat. Lyck', 'Alan Master T', 'Xamayca Allstars', 'Kid Cudi vs Crookers']"
1078,Shyam Paliwal," <a href=""https://www.last.fm/music/Shyam+Paliwal"">Read more on Last.fm</a>",38,117,"['Hemant Chauhan', 'Shradey gaurav krishna goswami', 'Aadarsh Buddy', 'GowraHari', 'sadhoband']"
